amount,sender_balance,receiver_balance,transaction_speed,sender_country,receiver_country,sender_id,receiver_id,transaction_frequency,is_cross_border,high_risk_sender,high_risk_receiver,time_since_last_tx,is_fraud,amount_to_balance_ratio
750834,649978,1318839,2,CA,JP,SG00723,SG00483,11,1,0,0,69229,1,1.1551683287742047
204074,1065666,380602,3,AU,FR,SG00938,US00138,5,1,1,0,26469,0,0.19149902502284957
277441,791837,1039510,3,AU,GB,IN00926,CN00083,13,1,0,0,34642,1,0.350376403224401
46790,1127194,1350129,1,AE,GB,AU00122,CA00786,15,1,0,0,76699,1,0.04151015708032513
244574,365844,1796974,2,AE,CN,SG00914,CN00205,19,1,0,0,5706,1,0.6685199155924383
812545,681804,91528,2,SG,GB,US00904,IN00697,1,1,0,0,37852,0,1.1917574552217354
47538,1678481,333592,1,CA,CA,JP00745,CN00030,4,0,0,0,43952,0,0.02832203641268504
505419,1446467,800822,0,CN,CN,FR00487,CA00138,6,0,0,0,49323,0,0.34941619822643727
671917,425355,736511,1,DE,AU,JP00404,CN00342,4,1,0,0,27721,1,1.5796616943494257
188957,420107,373468,1,JP,AU,GB00505,JP00154,8,1,0,0,53031,0,0.44978303146579324
471263,1448100,1006195,1,FR,US,GB00149,CN00332,6,1,0,0,70878,0,0.3254353981078655
714536,1339871,1966422,3,AU,CN,CN00524,DE00883,6,1,0,0,35691,0,0.5332871597340341
831379,777453,768456,2,JP,SG,JP00865,AU00125,6,1,0,0,83072,0,1.0693623923246807
805860,485916,1889325,0,IN,JP,GB00617,IN00356,18,1,0,0,77493,0,1.6584347911984787
796694,267448,141815,1,SG,SG,CN00731,IN00387,8,0,0,0,7820,0,2.9788743980138195
690886,1415544,1294137,3,FR,SG,IN00955,IN00623,14,1,0,0,24649,1,0.48807101722023477
990809,17318,218426,3,FR,SG,FR00947,GB00738,5,1,0,0,42910,0,57.212668899411014
310034,750290,430239,2,JP,AU,DE00266,CA00985,13,1,0,0,66156,0,0.41321888869637075
662408,339839,1005921,1,CN,AE,AE00334,SG00464,11,1,0,1,35872,1,1.9491818184493246
240921,1449169,521040,1,AE,CA,AU00042,CA00288,14,1,0,1,39917,1,0.16624769091803648
890615,818057,864857,2,US,AU,US00865,SG00321,12,1,0,0,48300,1,1.0886955309960065
722005,170878,1754887,2,IN,US,CN00233,FR00778,4,1,0,0,70210,1,4.2252659792366485
929758,364871,74613,3,IN,US,DE00980,AE00671,16,1,0,0,32203,0,2.548182782408029
838429,57236,1668369,0,DE,AU,IN00870,JP00557,18,1,0,0,62888,1,14.648630232720665
328678,1745634,1843391,1,CA,FR,CN00557,US00886,1,1,0,0,42203,0,0.1882857460384021
466644,578886,1175707,2,JP,JP,AE00867,AU00862,6,0,1,0,39484,1,0.8061069018770535
654332,1397108,1114768,1,GB,FR,US00836,AU00439,13,1,0,0,23131,1,0.4683474720637202
942947,949697,1762894,0,CA,JP,CN00589,GB00115,13,1,0,0,59479,1,0.9928924699140884
359775,1601794,1347522,0,CN,US,AU00486,AU00039,8,1,0,0,86273,0,0.2246075338027237
659252,1855212,917547,0,DE,FR,DE00413,GB00565,3,1,0,0,34333,0,0.35535130216923994
417579,663052,1773050,2,AU,SG,AE00060,GB00869,15,1,0,0,17912,1,0.6297831844259575
70583,1136790,351218,0,US,AU,AU00967,FR00252,14,1,0,0,20583,0,0.06208974392807819
614269,341431,1009479,2,IN,GB,AU00101,IN00368,11,1,0,0,44549,0,1.7991014289856515
992635,1945694,1226577,2,AU,SG,DE00673,CN00922,4,1,0,0,40937,0,0.5101701500852652
757156,158153,232501,0,SG,DE,AE00256,JP00327,13,1,0,0,33949,1,4.787490594550846
223415,229105,290723,0,JP,DE,GB00466,CA00687,10,1,0,0,40192,1,0.9751642260099082
959080,838166,1172002,1,IN,GB,SG00589,DE00184,5,1,0,0,73948,0,1.1442602062121345
936571,1745729,1396820,0,AU,CN,FR00291,FR00146,9,1,0,0,86002,0,0.5364927775158688
245314,38691,1882025,1,AE,GB,IN00273,CN00936,2,1,0,0,65136,0,6.3403375461993745
427167,1981751,1663122,3,CN,US,AU00149,AE00094,4,1,0,0,44281,1,0.21555028860840741
668344,1857147,362227,0,US,AU,AU00575,CA00626,12,1,0,0,70668,1,0.35987673565958966
321529,545551,1850183,0,CA,FR,IN00549,IN00756,9,1,1,0,63635,0,0.5893656138472847
947521,1332217,400184,0,AU,CA,AU00616,CA00361,12,1,0,0,23456,1,0.7112362325356905
423481,1134435,1098740,3,CA,AU,SG00607,SG00395,15,1,0,1,20910,1,0.3732968393958226
280048,689472,397419,0,IN,FR,GB00710,DE00429,13,1,0,0,68692,0,0.40617748073888427
124795,597959,1843877,1,GB,IN,AE00277,SG00337,17,1,0,0,27291,1,0.20870159994247098
385004,684118,1837744,1,US,JP,FR00707,CA00716,19,1,0,0,37380,0,0.5627742582419992
234465,230237,1191427,2,FR,CA,CN00237,IN00053,13,1,0,0,79164,1,1.0183636861147427
750839,1961522,1412127,1,AE,CA,IN00641,DE00076,17,1,0,0,83549,1,0.38278387904902417
827128,1051326,1058541,1,DE,FR,AE00485,CA00811,15,1,0,0,7227,0,0.7867474028036974
526630,916968,1553127,2,SG,FR,AE00907,CA00389,1,1,0,0,14389,0,0.5743166609958036
952773,1321629,1501582,3,FR,SG,FR00282,GB00170,18,1,0,0,70296,1,0.7209080611881247
231622,1655950,102356,0,SG,US,GB00785,JP00450,11,1,0,0,73843,0,0.13987258069386152
189695,959282,1316647,3,US,CN,SG00188,AE00808,9,1,0,0,16914,1,0.19774685650309293
754870,543483,1188640,0,SG,US,US00538,FR00749,1,1,0,0,82629,0,1.3889486883674373
670257,401856,135835,0,SG,US,CA00274,FR00767,7,1,0,0,51798,0,1.6679034280936456
780268,1903993,713539,3,SG,CA,SG00846,GB00297,10,1,0,0,7608,1,0.4098061284889178
517783,1328370,993134,0,AE,SG,IN00701,SG00198,12,1,0,1,81636,1,0.3897882367111573
722616,1508199,1896172,0,JP,DE,IN00634,CA00704,6,1,0,0,82090,0,0.4791251021914217
163077,754504,1239141,1,FR,AU,AU00080,CA00465,6,1,0,0,11361,0,0.21613801914900385
51236,1866083,874299,2,CA,AU,US00805,CA00957,4,1,0,1,43401,1,0.02745644218397574
211549,926933,1112555,3,IN,US,AE00326,AU00631,14,1,0,0,42442,1,0.2282246936941505
512775,943343,690103,3,FR,CA,AE00306,SG00413,14,1,0,0,36169,0,0.5435721683417378
89565,644652,237580,3,FR,GB,JP00856,AE00346,17,1,0,0,36310,1,0.13893542562498837
198326,195246,1077982,2,CN,IN,GB00523,SG00309,18,1,0,0,72477,1,1.0157749710621473
462930,330983,578868,2,CA,GB,AU00900,IN00616,1,1,0,1,39254,1,1.3986518945081772
626973,662387,1415051,2,FR,GB,CA00884,US00497,17,1,0,0,81537,0,0.9465357864813169
139511,1181698,255311,1,CA,JP,FR00285,IN00384,14,1,0,0,66726,0,0.1180597750017348
37382,717456,352078,0,FR,US,FR00534,GB00307,4,1,0,0,51236,0,0.05210354363194398
681086,524872,1103954,1,GB,JP,IN00571,CA00541,15,1,0,0,1934,1,1.2976230395220167
671184,1312328,1953494,1,AE,GB,IN00167,CN00860,8,1,1,0,56084,0,0.5114453094043562
525171,205431,554840,3,GB,US,FR00340,CN00011,6,1,0,0,62854,0,2.556435007374739
474091,65904,1563476,1,SG,CA,DE00088,IN00503,3,1,0,0,79615,1,7.193660475843651
762191,588539,597971,3,DE,DE,CN00295,GB00738,18,0,0,0,10171,0,1.2950560625549028
484118,618035,626330,2,CA,SG,FR00447,CN00774,1,1,0,0,78337,0,0.7833180968715364
43216,262348,981178,0,IN,AU,AE00469,SG00023,13,1,0,0,67176,0,0.16472776617317456
457375,1616750,263323,1,SG,CA,GB00383,CN00825,12,1,0,0,40956,0,0.28289778877377453
638186,241069,1877480,2,CA,DE,IN00888,DE00170,7,1,0,0,25841,1,2.647316743339044
27798,1158615,1488689,3,AU,CA,GB00371,US00890,4,1,0,0,47492,1,0.023992439248585597
123360,529785,872758,1,US,CN,AE00243,CA00148,9,1,0,0,81197,0,0.23284917466519436
164984,1845866,1408718,0,DE,JP,US00602,AE00058,14,1,0,0,3255,1,0.08938026920697385
307649,430703,1021323,0,SG,FR,CN00391,FR00638,19,1,0,0,38562,0,0.7142950014278981
21880,1422301,280025,1,SG,AE,JP00299,CN00843,7,1,0,0,41284,0,0.01538352289705203
185701,52011,176925,3,AU,GB,IN00453,IN00981,17,1,0,0,47966,0,3.570417796235412
1836,1723482,1422786,3,CA,CA,AE00433,FR00898,2,0,0,0,4514,0,0.0010652852771308318
354443,812910,1071978,1,CA,CA,CN00986,DE00693,16,0,0,0,68061,0,0.43601751731433985
858652,1578798,212867,3,FR,IN,JP00225,GB00201,11,1,0,0,84280,1,0.543864382903956
537266,348442,1553077,1,CN,CA,IN00763,CA00346,14,1,0,0,9398,1,1.541909413905327
999449,1340496,1764574,3,US,CA,CA00313,GB00492,13,1,0,0,79378,0,0.7455814862558336
294792,1997074,28297,3,SG,FR,SG00592,US00829,9,1,0,0,72267,1,0.14761195629205529
664006,1596366,184105,1,SG,IN,IN00225,FR00497,8,1,0,0,77986,0,0.4159484729692314
501546,335937,792310,1,US,AE,FR00060,AE00769,12,1,0,0,37642,0,1.492976361639236
528999,31352,1878030,0,JP,JP,DE00179,CA00149,1,0,0,0,46874,1,16.8728948711406
104388,1524194,626539,3,IN,JP,GB00016,US00138,11,1,1,0,21498,1,0.06848734478681848
170034,1347646,1843132,2,JP,GB,JP00830,SG00755,7,1,0,0,67953,0,0.12617111615364865
107553,831100,1788914,1,JP,US,FR00222,DE00076,6,1,0,0,46183,0,0.12941041992540006
266098,1300271,368115,1,SG,AU,JP00704,CN00492,19,1,0,0,80106,1,0.20464810797133828
126647,1935983,1877316,1,IN,CA,US00774,SG00585,14,1,0,0,70454,0,0.06541741327274052
184636,1464444,1714884,2,SG,US,JP00073,AE00793,2,1,0,0,22065,0,0.12607924918945349
75825,313234,15780,3,GB,IN,GB00850,IN00536,14,1,0,0,11180,1,0.2420714226424973
411517,303086,1340656,2,CA,US,JP00973,SG00171,11,1,0,0,31004,0,1.357756544347149
248209,1103775,1691787,1,AE,JP,US00516,CN00951,9,1,0,0,72367,0,0.22487282281262033
795323,641292,1721848,0,SG,AE,IN00122,AE00002,4,1,0,0,26196,0,1.2401885568508573
499791,1292868,359185,2,IN,CN,AE00181,DE00329,9,1,0,0,58756,1,0.3865754276538672
354361,1500867,195664,3,GB,DE,SG00275,DE00602,2,1,0,0,29076,0,0.23610419843996835
360002,525390,1619182,0,SG,DE,JP00610,US00530,12,1,0,0,69588,1,0.6852090827766041
771972,1316675,1613427,1,AE,FR,CN00079,CN00079,4,1,0,0,687,0,0.5863041373155866
388785,590609,423117,1,DE,US,AE00231,JP00425,15,1,0,0,33416,1,0.6582781501805763
349142,1656288,601511,0,IN,IN,GB00764,IN00467,6,0,0,0,36724,0,0.21079788056183466
852322,325708,743167,3,AU,IN,CN00882,AE00527,5,1,0,0,32363,0,2.6168285703759193
920607,551401,872292,1,CA,CN,CA00365,SG00675,4,1,0,0,9415,0,1.6695780384874166
230557,1634194,780145,2,AU,AE,AE00806,SG00678,6,1,0,0,72147,0,0.14108300483296352
303249,1475751,1983811,0,GB,CA,CN00787,FR00390,8,1,0,0,66747,0,0.20548791767716912
736150,1918990,964930,1,CN,SG,CA00878,IN00935,17,1,0,0,34230,0,0.3836132548892907
420343,982897,1725785,2,GB,CN,FR00703,US00661,18,1,0,0,8363,1,0.4276572214586066
114794,1004593,626722,0,DE,SG,US00407,DE00943,8,1,0,0,63648,0,0.11426916174012759
925255,993632,1384391,0,GB,AU,GB00290,AU00059,3,1,0,0,10141,1,0.9311847847090271
54784,1444114,611793,2,JP,AU,SG00314,FR00673,17,1,1,0,85311,1,0.037936063219385724
321779,1160898,665169,1,DE,DE,SG00060,CA00795,5,0,0,0,62591,0,0.2771811132416457
895415,1293455,1336057,0,IN,DE,AE00940,SG00146,15,1,0,0,85444,1,0.6922660625997812
445133,1074894,854105,0,GB,GB,FR00769,AU00744,18,0,0,0,58602,0,0.4141180432675222
424384,530825,819778,1,AU,CA,SG00373,CA00408,17,1,0,0,46406,1,0.7994800546319408
429765,72970,379635,1,FR,IN,AU00348,GB00820,1,1,0,0,83941,1,5.889612169384678
308045,1435744,1749058,1,US,FR,DE00324,US00967,14,1,0,0,12996,0,0.2145542659415606
212645,1347453,225628,2,DE,DE,AU00779,CN00768,17,0,0,0,45337,0,0.1578125545009733
955591,1416001,906175,1,JP,US,IN00191,FR00797,19,1,0,0,30010,1,0.6748519245396013
605345,261368,1119265,0,AE,US,CA00486,AU00010,4,1,0,0,75728,0,2.3160639404976893
686976,725807,648261,3,IN,JP,JP00544,CA00655,4,1,0,0,60512,0,0.9464995515336722
461517,385013,1857814,2,SG,US,JP00611,JP00766,13,1,0,0,16338,0,1.1987049787929238
323724,235875,654336,3,SG,FR,JP00270,US00357,14,1,0,0,27820,0,1.3724387917329093
146011,44897,1442662,3,CA,AE,CN00210,FR00477,15,1,0,0,78838,1,3.252132659197719
212834,245710,1410290,3,SG,AE,JP00583,JP00334,10,1,0,0,81174,0,0.8661999918603231
52019,689988,1856935,1,AU,AU,AE00962,AE00753,14,0,0,0,60439,1,0.07539116622318069
866370,265678,302865,3,IN,SG,SG00276,IN00905,3,1,0,0,74919,1,3.2609775743569283
10282,1016983,1872743,3,AE,AE,US00467,US00684,10,0,0,1,24177,0,0.010110296828953876
902686,1072750,1169485,1,DE,IN,FR00557,AE00793,1,1,0,0,62035,1,0.8414691214169191
286672,840233,266280,2,AU,SG,SG00041,US00887,8,1,0,0,51533,0,0.3411815532120257
118141,1280251,721427,0,FR,FR,SG00675,FR00230,5,0,0,0,84939,0,0.09227956080487341
516082,318263,1495715,0,AE,AU,DE00210,FR00474,1,1,0,0,69865,1,1.621558270989716
396744,1955285,1095814,2,AE,AE,US00122,DE00516,10,0,0,0,38739,0,0.20290852740137627
433188,465453,573927,3,JP,AU,SG00024,CN00623,7,1,0,0,14159,0,0.9306804338998782
665449,897353,686251,1,JP,CA,CN00708,AE00040,1,1,0,0,51359,0,0.7415688140564527
756813,1788798,1895978,2,JP,GB,SG00520,FR00829,16,1,0,0,16912,0,0.42308466355619806
527626,748014,1198272,3,JP,SG,US00803,FR00268,18,1,0,0,63579,1,0.7053691508447703
408840,1959782,794579,3,CN,US,FR00173,SG00900,13,1,0,0,69346,0,0.2086150398360634
978717,1484823,1314746,0,IN,CA,SG00595,FR00052,18,1,0,0,60104,0,0.6591472518946703
456313,447308,1768849,2,CN,JP,CN00988,SG00454,10,1,0,0,51208,0,1.0201315424718538
550250,55380,430246,2,CA,JP,CN00771,CN00983,4,1,0,0,33784,0,9.935897435897436
691711,111212,1483472,1,SG,SG,DE00972,IN00905,6,0,0,0,64691,1,6.219751465669172
419644,1828562,95263,1,IN,AU,IN00600,DE00270,11,1,0,0,84211,0,0.22949399582841598
319069,1500596,938170,3,FR,CA,FR00072,DE00413,4,1,0,0,68750,1,0.2126281824021922
936222,957445,460214,2,AE,DE,JP00975,US00250,15,1,0,0,25102,1,0.9778337136859037
304102,925211,65870,1,GB,CN,DE00418,US00380,1,1,0,0,3165,0,0.32868394344641383
963635,1751799,1357962,1,JP,SG,SG00915,IN00092,10,1,0,0,50722,0,0.5500830860161469
405018,1568337,588122,1,FR,CA,FR00051,AU00882,11,1,0,0,20970,0,0.25824679262173883
578494,849026,1053136,1,FR,SG,FR00402,JP00695,2,1,0,0,85603,1,0.6813619370902658
866399,239316,1521706,1,US,FR,CA00287,DE00865,4,1,0,0,29084,1,3.6203137274565846
852224,830867,1148217,1,US,US,SG00757,CA00274,8,0,0,0,65551,0,1.0257044749641038
54979,1441250,1060596,2,AE,CA,AE00978,FR00110,4,1,0,0,66871,0,0.038146747614917605
528535,616203,1539744,1,CN,US,CA00139,CN00884,5,1,0,0,69495,0,0.8577287030410433
327159,1148397,395675,2,US,US,CA00566,FR00130,1,0,0,0,7147,0,0.28488318935002443
435585,1853114,1622613,0,DE,JP,FR00319,GB00900,10,1,0,0,66009,0,0.23505569544021576
568079,237302,1180501,2,AU,CA,DE00223,CA00593,2,1,0,0,19436,0,2.3939073416996064
538973,402399,899369,2,GB,US,JP00789,SG00563,18,1,0,0,74122,0,1.339399451787902
27098,1175046,22251,1,DE,DE,FR00261,JP00607,5,0,0,0,11846,0,0.023061224837155312
146338,1458851,911848,2,AU,FR,FR00848,CA00530,10,1,0,0,31975,1,0.10031044979919128
733892,196370,455838,3,AE,SG,AE00990,IN00701,16,1,0,0,11848,1,3.737291847023476
364602,720647,671971,1,IN,AE,AE00161,AE00253,6,1,0,1,27179,1,0.5059370260335504
377529,1646685,250399,0,CN,SG,US00695,CA00957,2,1,0,0,54650,1,0.22926607092431156
469057,1577169,1242751,1,DE,FR,AU00721,JP00187,19,1,0,1,43004,1,0.2974043999089508
331154,156212,263596,0,DE,CA,DE00596,CA00706,12,1,0,0,30289,0,2.1199011599621027
61118,570340,130548,0,JP,FR,AU00900,AU00041,9,1,0,0,79455,0,0.10716064102114528
297004,1244370,1245549,1,FR,US,IN00713,FR00315,10,1,0,0,50853,0,0.2386782066427188
699096,137306,873556,0,AE,JP,DE00414,AU00763,2,1,0,0,7594,0,5.091518214790322
649349,1351334,1747240,3,IN,JP,AE00461,FR00245,6,1,0,0,1734,1,0.48052442993368033
552317,1436667,1942552,1,SG,DE,AE00749,JP00533,5,1,0,0,39579,1,0.38444329827301665
792968,977380,1636293,3,DE,AU,CA00864,US00725,14,1,0,0,57991,0,0.8113200597515807
169232,24298,547894,2,SG,IN,AE00149,FR00396,1,1,0,0,47464,0,6.964853074327105
436140,825341,776383,3,FR,GB,AU00248,FR00775,18,1,0,0,3389,0,0.5284361251894671
199820,275872,309468,1,FR,GB,CN00131,CN00523,7,1,0,0,49022,1,0.7243214244287206
856527,1153351,844158,0,CA,CA,IN00481,IN00151,8,0,0,0,78337,1,0.7426420924766182
182414,1018831,1365074,3,GB,SG,CA00697,FR00068,4,1,1,0,45155,1,0.17904245159403276
719577,1912533,615064,1,CN,JP,US00502,AE00209,14,1,0,0,30626,0,0.3762429197300125
8347,1302500,32187,3,FR,US,SG00949,IN00666,18,1,0,0,85762,0,0.006408445297504798
691420,226439,907499,1,SG,GB,IN00008,US00017,12,1,1,0,74676,1,3.053449273314226
939982,1298440,1611748,1,AU,CN,GB00678,CN00203,4,1,0,0,53965,0,0.7239317950771695
969486,606632,610559,2,DE,CA,SG00496,CN00696,14,1,0,0,31531,1,1.5981451687349166
304343,763366,395642,0,JP,DE,CA00211,US00021,4,1,0,0,75525,0,0.3986855584346172
818373,486065,1688128,1,JP,GB,GB00423,CA00818,18,1,0,0,3923,0,1.6836698795428595
828082,968927,841986,1,DE,CA,US00249,IN00874,12,1,0,0,6575,0,0.8546381719159442
55370,1610782,997943,0,AE,CA,AU00716,US00093,9,1,0,1,64922,1,0.034374608109601426
154855,386274,328882,2,IN,AE,AU00443,JP00933,3,1,0,0,18838,0,0.400894183921258
226073,101132,1755808,1,JP,GB,DE00139,CN00173,19,1,0,0,54144,0,2.235424989123126
279778,295272,195198,3,JP,GB,DE00231,CA00509,17,1,0,0,67954,1,0.9475263485870655
262604,44793,1738597,1,FR,AU,IN00759,FR00555,5,1,0,0,6300,1,5.86261246176858
280642,45267,1626801,2,JP,JP,US00127,CN00070,1,0,0,0,40070,0,6.199703978615768
875014,42515,893143,0,US,FR,JP00156,CA00132,6,1,0,0,80817,0,20.581300717393862
526406,1588709,812788,2,CN,GB,JP00472,AE00516,5,1,0,1,25822,1,0.3313419889986146
23897,1616113,1851059,3,GB,AE,IN00333,FR00604,12,1,0,0,33140,0,0.014786713552827062
761691,107272,1667580,0,SG,DE,US00099,SG00433,2,1,0,0,42092,0,7.100557461406518
412431,179738,642909,3,JP,AE,CA00060,AU00327,6,1,0,1,10785,1,2.294623285003728
547297,1736843,510193,1,DE,IN,SG00722,DE00466,15,1,0,0,58905,1,0.31511023160988066
9690,1070418,799118,1,AE,CN,SG00037,SG00809,4,1,0,0,37778,0,0.009052538354175658
378805,438975,540992,2,AU,DE,SG00433,FR00775,4,1,0,0,38593,0,0.8629306908138277
423700,1602918,1378738,3,FR,SG,DE00196,DE00524,16,1,0,0,53549,1,0.2643304273830601
458713,159794,1044027,0,FR,JP,DE00546,JP00341,14,1,0,0,20703,0,2.8706522147264604
528107,1206884,486710,0,CA,FR,GB00184,AE00422,18,1,0,0,79039,0,0.43757892224936284
117761,848446,771647,0,US,FR,SG00811,CN00269,4,1,0,0,73416,0,0.13879610487880195
463939,984491,557254,2,DE,FR,US00484,IN00809,6,1,0,0,86162,0,0.4712475786980277
102244,30487,921566,1,AE,JP,CN00668,JP00855,12,1,0,0,75671,1,3.353691737461869
793100,1715834,260638,3,GB,IN,JP00462,CN00386,6,1,0,0,74357,0,0.4622242011756382
221746,381056,1123923,0,CN,CN,GB00774,FR00886,7,0,0,0,20387,0,0.5819249664091367
688417,1076793,871310,0,AE,IN,CA00368,DE00145,5,1,0,0,30012,0,0.639321578056321
455121,364244,274506,3,GB,CN,US00442,SG00639,2,1,0,0,15520,1,1.249494844115483
559693,1954364,1655946,3,JP,GB,JP00595,IN00618,6,1,0,0,47324,0,0.28638114496583034
415033,468393,1958470,0,CA,CA,GB00786,SG00736,19,0,0,0,38403,1,0.8860785707728339
936865,883011,1303471,0,AU,JP,AE00749,GB00941,3,1,0,0,29983,1,1.0609890477015576
190240,162276,958430,0,DE,SG,CN00148,JP00839,16,1,0,0,51130,1,1.1723236954324732
189693,1388041,143885,2,DE,FR,AU00296,SG00906,13,1,0,1,44023,1,0.13666238965563698
609870,1785682,1258448,0,AE,US,DE00765,AU00178,7,1,0,0,38376,0,0.3415333749234186
539517,1061802,891897,1,SG,IN,SG00252,AE00074,2,1,0,0,43963,0,0.5081145072245108
194277,682363,1985935,0,CA,JP,AU00072,CA00874,12,1,0,1,77034,1,0.2847120960544461
175404,187915,345868,3,DE,FR,CA00794,AU00252,13,1,0,0,86168,0,0.9334220259159727
948034,399987,196050,3,US,US,GB00594,IN00170,10,0,0,0,71160,1,2.3701620302659836
287515,1626076,1473681,0,GB,DE,JP00987,AU00488,11,1,0,0,37230,0,0.17681522880849357
760227,1785022,85340,1,GB,IN,SG00535,SG00173,3,1,0,0,84502,0,0.4258922298996875
993179,947974,962359,2,AU,US,FR00181,CA00481,9,1,0,0,68688,0,1.0476859069974493
621339,283281,147975,2,US,CA,SG00863,AU00715,11,1,0,0,40436,1,2.193366304129116
821017,508308,342813,2,AU,FR,JP00719,US00576,6,1,0,0,57708,0,1.615195904845094
747932,789065,1060295,2,JP,CN,AE00666,CN00061,6,1,0,0,17350,0,0.9478712146654585
992420,49050,955851,3,JP,CN,AE00215,GB00976,11,1,0,0,53750,0,20.232823649337412
301681,1588860,1305285,3,IN,AU,IN00261,US00769,11,1,0,0,4773,0,0.18987261306848935
825697,1646706,391665,1,CA,JP,SG00193,SG00654,11,1,0,0,34847,1,0.5014234477799923
680511,512063,1058478,3,IN,US,GB00147,FR00882,3,1,0,0,10102,1,1.3289595225587476
873027,1337039,1351103,3,DE,CN,CA00642,US00193,7,1,0,0,65838,0,0.652955523361697
363923,182008,1276131,0,US,SG,CN00247,JP00083,11,1,0,0,11746,0,1.9994890334490791
627751,1303579,1132013,3,AE,DE,IN00576,SG00226,6,1,0,0,1214,0,0.4815596139551189
985613,545112,335837,1,GB,CA,AE00266,CA00578,11,1,0,0,63205,1,1.8080926488501445
348461,455988,1132221,1,CN,US,US00862,JP00180,6,1,0,0,59658,0,0.7641889698851724
263520,649405,1250465,3,AU,JP,AE00521,CN00740,14,1,0,0,83805,0,0.4057868356418568
248118,343386,330903,0,CN,AU,AU00411,AU00686,16,1,0,0,69231,1,0.722562946654785
436442,1253135,1940525,2,AU,FR,SG00546,SG00486,17,1,0,0,72502,0,0.34828011347540366
668225,1705503,700429,0,AU,AU,FR00642,CN00006,17,0,0,0,63655,0,0.39180523282574115
315794,1700179,1942461,3,AU,JP,FR00136,SG00542,3,1,0,0,5382,0,0.18574161897070837
849147,575431,1702933,0,AE,US,IN00155,GB00592,4,1,0,0,47434,1,1.4756712794409756
749072,1198672,1944596,3,SG,SG,GB00362,FR00584,3,0,0,0,45679,0,0.6249182428554266
373879,1003782,1604297,2,IN,AU,IN00419,GB00805,11,1,0,0,30092,0,0.3724703172601222
106427,1196351,597192,1,AU,US,FR00356,FR00678,7,1,1,0,64762,0,0.08895967822152528
105040,1286299,938303,3,AU,JP,CN00399,CA00474,10,1,0,0,27014,1,0.08166064033323511
695906,1165359,154185,3,AU,US,CA00583,FR00210,17,1,0,0,45649,1,0.5971601884054614
245696,373856,866126,2,CN,AU,GB00568,DE00155,12,1,0,1,72137,1,0.6571942138149448
885686,1560165,1811663,2,FR,CA,US00616,CA00360,18,1,0,0,56618,1,0.5676873920386626
402521,1009126,1007291,3,AE,CA,IN00876,FR00843,12,1,0,0,13001,0,0.3988808136942265
274868,1956752,260557,1,GB,JP,JP00200,US00433,3,1,0,0,34956,0,0.14047155694743124
716261,1925195,955675,0,CN,IN,GB00583,AU00568,1,1,0,0,60106,0,0.3720459485922205
144801,487045,414783,2,AE,CA,FR00816,IN00070,12,1,0,1,83510,1,0.29730517713968935
501166,1166732,574491,3,IN,SG,FR00436,FR00756,15,1,0,0,19172,0,0.4295468025219159
684215,1267991,426604,1,AE,CA,CA00154,SG00803,14,1,0,0,73588,1,0.5396055650237265
842655,1714507,1396563,3,AU,AU,US00412,GB00958,3,0,0,0,21099,0,0.4914853074382315
341514,522755,1532413,1,IN,JP,US00337,DE00718,14,1,0,0,43554,1,0.6532964773172901
970335,672064,1583560,1,GB,AE,CA00635,AE00496,3,1,0,1,45311,1,1.443813386820303
212943,422311,533203,2,AU,AE,SG00722,IN00001,19,1,0,0,85069,1,0.504232662658562
484563,597878,982163,3,AE,DE,JP00236,FR00798,19,1,0,0,36051,0,0.8104713670681979
101665,794498,1795788,3,DE,IN,CA00872,CN00897,1,1,0,1,7478,1,0.1279613038673477
395566,1374869,1945005,0,US,JP,CN00195,AE00160,14,1,0,0,43586,1,0.28771177472180987
602793,1864437,879353,0,CA,CA,SG00869,JP00126,16,0,0,0,37575,0,0.3233110048770755
990035,1949232,28803,2,AU,US,IN00361,GB00219,11,1,0,0,84315,1,0.507910294926412
548643,845431,1425295,0,AE,IN,FR00864,IN00806,1,1,0,0,77202,0,0.648950653571965
698307,903700,1069447,3,IN,IN,AU00191,SG00387,17,0,0,1,36972,1,0.7727199291800376
831046,1876857,922578,3,AE,US,JP00287,JP00778,3,1,0,0,64905,1,0.4427859980808341
867370,1176079,137221,0,AE,US,JP00700,IN00768,8,1,1,0,48295,0,0.7375099801969085
816921,736478,415162,1,CN,CA,CN00890,SG00102,18,1,0,0,39484,0,1.1092266164094515
285771,1892056,601526,1,AE,US,US00314,CA00225,18,1,0,0,62313,0,0.1510372843087097
951293,985466,552263,3,US,CA,AE00205,JP00731,4,1,0,0,81646,1,0.9653230045481022
982724,1422914,621997,2,AE,AE,FR00324,CA00297,7,0,0,0,81368,0,0.6906418799730694
16538,402133,520748,2,AU,GB,DE00999,AE00224,6,1,0,0,63755,1,0.04112569721957661
533396,668872,158937,1,SG,GB,GB00082,CA00519,10,1,0,0,28003,0,0.7974560155007236
66537,1491465,282815,0,GB,JP,FR00430,GB00201,10,1,0,0,25699,0,0.04461184137743762
477807,745320,971082,3,DE,JP,CA00955,AE00992,7,1,0,0,82274,1,0.6410763162131702
563183,1321113,1539057,0,IN,GB,IN00565,IN00809,11,1,0,1,77339,1,0.4262943442385322
586642,1334700,1212055,2,JP,DE,AE00325,GB00993,11,1,0,0,55800,1,0.4395309807447366
